id,university_code,university_name,university_level,branch_name,branch_code,combination_code,amount_student,type_admission,total_score,receive_time,deadline_time,geographic,university_rank
159,C42,Cao đẳng sư phạm Đà Lạt,Cao đẳng,Sư phạm Anh văn,51140231,D01,12,Kết quả thi THPT QG,11,2017-08-13,2017-08-30,Lâm Đồng,9
160,C42,Cao đẳng sư phạm Đà Lạt,Cao đẳng,Sư phạm Anh văn,51140231,A01,12,Kết quả thi THPT QG,11,2017-08-13,2017-08-30,Lâm Đồng,9
161,C42,Cao đẳng sư phạm Đà Lạt,Cao đẳng,Sư phạm Anh văn,51140231,D14,12,Kết quả thi THPT QG,11,2017-08-13,2017-08-30,Lâm Đồng,9
162,C42,Cao đẳng sư phạm Đà Lạt,Cao đẳng,Sư phạm Anh văn,51140231,D15,12,Kết quả thi THPT QG,11,2017-08-13,2017-08-30,Lâm Đồng,9
163,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Ngôn ngữ Anh,52220201,D01,21,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-22,Long An,3
164,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Ngôn ngữ Anh,52220201,D12,21,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-22,Long An,3
165,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Ngôn ngữ Anh,52220201,D66,21,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-22,Long An,3
166,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Ngôn ngữ Anh,52220201,D15,21,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-22,Long An,3
167,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Quản trị kinh doanh,52340101,A01,49,Kết quả thi THPT QG,18,2017-08-13,2017-08-22,Long An,3
168,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Quản trị kinh doanh,52340101,B03,49,Kết quả thi THPT QG,18,2017-08-13,2017-08-22,Long An,3
169,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Quản trị kinh doanh,52340101,D13,49,Kết quả thi THPT QG,18,2017-08-13,2017-08-22,Long An,3
170,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Quản trị kinh doanh,52340101,C20,49,Kết quả thi THPT QG,18,2017-08-13,2017-08-22,Long An,3
171,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Tài chính ngân hàng,52340201,B00,50,Kết quả thi THPT QG,19,2017-08-13,2017-08-22,Long An,3
172,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Tài chính ngân hàng,52340101,D07,50,Kết quả thi THPT QG,19,2017-08-13,2017-08-22,Long An,3
173,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Tài chính ngân hàng,52340101,A08,50,Kết quả thi THPT QG,19,2017-08-13,2017-08-22,Long An,3
174,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Tài chính ngân hàng,52340101,C08,50,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-22,Long An,3
175,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Kế toán,52340301,A00,47,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-22,Long An,3
176,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Kế toán,52340101,A09,47,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-22,Long An,3
177,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Luật kinh tế,52340101,C02,47,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-22,Long An,3
178,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Luật kinh tế,52340101,C00,88,Kết quả thi THPT QG,17,2017-08-13,2017-08-22,Long An,3
179,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Luật kinh tế,52340101,A00,88,Kết quả thi THPT QG,17,2017-08-13,2017-08-22,Long An,3
180,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Luật kinh tế,52340101,C04,88,Kết quả thi THPT QG,17,2017-08-13,2017-08-22,Long An,3
181,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Khoa học máy tính,52340101,C14,39,Kết quả thi THPT QG,18,2017-08-13,2017-08-22,Long An,3
182,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Khoa học máy tính,52340101,A00,39,Kết quả thi THPT QG,18,2017-08-13,2017-08-22,Long An,3
183,DLA,Đại học kinh tế công nghiệp Long An,Đại học,Khoa học máy tính,52340101,D08,39,Kết quả thi THPT QG,18,2017-08-13,2017-08-22,Long An,3
184,DHT,Đại học Hồng Đức,Đại học,Sư phạm toán học,52140209,A00,41,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
185,DHT,Đại học Hồng Đức,Đại học,Sư phạm toán học,52140209,A01,41,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
186,DHT,Đại học Hồng Đức,Đại học,Sư phạm toán học,52140209,A02,41,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
187,DHT,Đại học Hồng Đức,Đại học,Sư phạm vật lí,52140211,A00,40,Kết quả thi THPT QG,19.5,2017-08-08,2017-09-04,Thanh Hóa,6
188,DHT,Đại học Hồng Đức,Đại học,Sư phạm vật lí,52140211,A01,40,Kết quả thi THPT QG,19.5,2017-08-08,2017-09-04,Thanh Hóa,6
189,DHT,Đại học Hồng Đức,Đại học,Sư phạm hóa học,52140212,A00,38,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
190,DHT,Đại học Hồng Đức,Đại học,Sư phạm hóa học,52140212,B00,38,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
191,DHT,Đại học Hồng Đức,Đại học,Sư phạm hóa học,52140212,D07,38,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
192,DHT,Đại học Hồng Đức,Đại học,Sư phạm sinh học,52140213,B00,40,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
193,DHT,Đại học Hồng Đức,Đại học,Sư phạm sinh học,52140213,B02,40,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
194,DHT,Đại học Hồng Đức,Đại học,Sư phạm sinh học,52140213,D08,40,Kết quả thi THPT QG,17.5,2017-08-08,2017-09-04,Thanh Hóa,6
195,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành hóa học,52440112,A00,55,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
196,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành hóa học,52440112,A01,55,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
197,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành hóa học,52440112,B00,55,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
198,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành hóa học,52440112,D01,55,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
199,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành Công nghệ kỹ thuật Hóa học,52510401,A00,70,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
200,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành Công nghệ kỹ thuật Hóa học,52510401,A01,70,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
201,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành Công nghệ kỹ thuật Hóa học,52510401,B00,70,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
202,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành Công nghệ kỹ thuật Hóa học,52510401,D01,70,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
203,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Môi trường,52510406,A00,35,Kết quả thi THPT QG,17.5,2017-08-01,2017-08-20,Phú Thọ,4
204,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Môi trường,52510406,A01,35,Kết quả thi THPT QG,17.5,2017-08-01,2017-08-20,Phú Thọ,4
205,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Môi trường,52510406,B00,35,Kết quả thi THPT QG,17.5,2017-08-01,2017-08-20,Phú Thọ,4
206,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ Sinh học,52420201,A00,25,Kết quả thi THPT QG,18.5,2017-08-01,2017-08-20,Phú Thọ,4
207,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ Sinh học,52420201,B00,25,Kết quả thi THPT QG,18.5,2017-08-01,2017-08-20,Phú Thọ,4
208,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Cơ khí,52510201,A00,50,Kết quả thi THPT QG,18.5,2017-08-01,2017-08-20,Phú Thọ,4
209,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Cơ khí,52510201,A01,50,Kết quả thi THPT QG,18.5,2017-08-01,2017-08-20,Phú Thọ,4
210,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Cơ khí,52510201,B00,50,Kết quả thi THPT QG,18.5,2017-08-01,2017-08-20,Phú Thọ,4
211,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Điện- Điện tử,52510301,A00,75,Kết quả thi THPT QG,18.5,2017-08-01,2017-08-20,Phú Thọ,4
212,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành công nghệ kỹ thuật Điều khiển- Tự động hóa,52510303,B00,20,Kết quả thi THPT QG,20,2017-08-01,2017-08-20,Phú Thọ,4
213,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành Công nghệ thông tin,52480201,A00,60,Kết quả thi THPT QG,21.5,2017-08-01,2017-08-20,Phú Thọ,4
214,VUI,Đại học công nghiệp Việt Trì,Đại học,Kế toán,52340301,A00,55,Kết quả thi THPT QG,22.5,2017-08-01,2017-08-20,Phú Thọ,4
215,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành Quản trị kinh doanh,52340101,A01,20,Kết quả thi THPT QG,15.5,2017-08-01,2017-08-20,Phú Thọ,4
216,VUI,Đại học công nghiệp Việt Trì,Đại học,Ngành ngôn ngữ Anh,52220201,D01,35,Kết quả thi THPT QG,18.5,2017-08-01,2017-08-20,Phú Thọ,4
217,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Toán học,51140209,A00,8,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-21,Bắc Giang,9
218,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Tin học,51140201,A00,5,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-21,Bắc Giang,9
219,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Tin học,51140201,A01,5,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-21,Bắc Giang,9
220,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Tin học,51140201,D01,5,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-21,Bắc Giang,9
221,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Ngữ Văn,51140217,C00,8,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
222,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Ngữ Văn,51140217,C03,8,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
223,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Ngữ Văn,51140217,C07,8,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
224,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Lịch Sử,51140218,C00,5,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
225,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Lịch Sử,51140218,C03,5,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
226,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Lịch Sử,51140218,C12,5,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
227,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Lịch Sử,51140218,D14,5,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
228,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Tiếng Anh,51140231,A01,10,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
229,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Sư phạm Tiếng Anh,51140231,D01,10,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-21,Bắc Giang,9
230,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Giáo dục Tiểu học,51140202,A00,55,Kết quả thi THPT QG,17.5,2017-08-13,2017-08-21,Bắc Giang,9
231,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Giáo dục Tiểu học,51140202,A01,55,Kết quả thi THPT QG,17.5,2017-08-13,2017-08-21,Bắc Giang,9
232,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Giáo dục Tiểu học,51140202,C00,55,Kết quả thi THPT QG,17.5,2017-08-13,2017-08-21,Bắc Giang,9
233,C18,Cao đẳng Ngô Gia Tự,Cao đẳng,Giáo dục Tiểu học,51140202,D01,55,Kết quả thi THPT QG,17.5,2017-08-13,2017-08-21,Bắc Giang,9
234,LAH,Đại học Trần Quốc Tuấn,Đại học,Giáo viên giáo dục QP-AN,52140208,C00,69,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-26,Hải Dương,8
235,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Ngôn ngữ Anh,52220201,D01,19,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
236,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Ngôn ngữ Anh,52220201,D13,19,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
237,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Ngôn ngữ Anh,52220201,D14,19,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
238,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Ngôn ngữ Anh,52220201,D15,19,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
239,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Quản trị kinh doanh,52340101,A00,50,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
240,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Quản trị kinh doanh,52340101,A01,50,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
241,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Quản trị kinh doanh,52340101,A06,50,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
242,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Quản trị kinh doanh,52340101,C13,50,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
243,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Tài chính - ngân hàng,52340201,A00,20,Kết quả thi THPT QG,18.5,2017-08-08,2017-08-20,TP HCM,8
244,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Tài chính - ngân hàng,52340201,A01,20,Kết quả thi THPT QG,18.5,2017-08-08,2017-08-20,TP HCM,8
245,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Tài chính - ngân hàng,52340201,A03,20,Kết quả thi THPT QG,18.5,2017-08-08,2017-08-20,TP HCM,8
246,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Tài chính - ngân hàng,52340201,A07,20,Kết quả thi THPT QG,18.5,2017-08-08,2017-08-20,TP HCM,8
247,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kế toán,52340301,A01,30,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
248,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kế toán,52340301,B01,30,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
249,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kế toán,52340301,B02,30,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
250,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kế toán,52340301,C12,30,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
251,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Truyền thông và mạng máy tính,52480102,A00,20,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
252,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Truyền thông và mạng máy tính,52480102,A01,20,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
253,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Truyền thông và mạng máy tính,52480102,A02,20,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
254,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kỹ thuật phần mềm,52480103,A00,20,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
255,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kỹ thuật phần mềm,52480103,A01,20,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
256,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kỹ thuật phần mềm,52480103,A04,20,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
257,DCG,Đại học công nghệ thông tin Gia Định,Đại học,Kỹ thuật phần mềm,52480103,B00,20,Kết quả thi THPT QG,18,2017-08-08,2017-08-20,TP HCM,8
258,DPX,Đại học dân lập Phú Xuân,Đại học,Công nghệ thông tin,52480201,A00,30,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
259,DPX,Đại học dân lập Phú Xuân,Đại học,Công nghệ thông tin,52480201,B00,30,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
260,DPX,Đại học dân lập Phú Xuân,Đại học,Công nghệ thông tin,52480201,D01,30,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
261,DPX,Đại học dân lập Phú Xuân,Đại học,Công nghệ thông tin,52480201,A01,30,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
262,DPX,Đại học dân lập Phú Xuân,Đại học,Công nghệ kỹ thuật điện - điện tử,52510301,A00,15,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-05,Hà Nội,7
263,DPX,Đại học dân lập Phú Xuân,Đại học,Công nghệ kỹ thuật điện - điện tử,52510301,D01,15,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-05,Hà Nội,7
264,DPX,Đại học dân lập Phú Xuân,Đại học,Công nghệ kỹ thuật điện - điện tử,52510301,A01,15,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-05,Hà Nội,7
265,DPX,Đại học dân lập Phú Xuân,Đại học,Kế toán,52340301,A00,50,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
266,DPX,Đại học dân lập Phú Xuân,Đại học,Kế toán,52340301,B00,50,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
267,DPX,Đại học dân lập Phú Xuân,Đại học,Kế toán,52340301,D01,50,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
268,DPX,Đại học dân lập Phú Xuân,Đại học,Tài chính - ngân hàng,52340201,A00,25,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
269,DPX,Đại học dân lập Phú Xuân,Đại học,Tài chính - ngân hàng,52340201,B00,25,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
270,DPX,Đại học dân lập Phú Xuân,Đại học,Tài chính - ngân hàng,52340201,D01,25,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
271,DPX,Đại học dân lập Phú Xuân,Đại học,Tài chính - ngân hàng,52340201,A01,25,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
272,DPX,Đại học dân lập Phú Xuân,Đại học,Quản trị kinh doanh,52340101,A00,35,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
273,DPX,Đại học dân lập Phú Xuân,Đại học,Quản trị kinh doanh,52340101,B00,35,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
274,DPX,Đại học dân lập Phú Xuân,Đại học,Quản trị kinh doanh,52340101,D01,35,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
275,DPX,Đại học dân lập Phú Xuân,Đại học,Quản trị kinh doanh,52340101,A01,35,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-05,Hà Nội,7
276,DPX,Đại học dân lập Phú Xuân,Đại học,Văn học,52220330,C00,20,Kết quả thi THPT QG,20,2017-08-13,2017-09-05,Hà Nội,7
277,DPX,Đại học dân lập Phú Xuân,Đại học,Văn học,52220330,D01,20,Kết quả thi THPT QG,20,2017-08-13,2017-09-05,Hà Nội,7
278,DPX,Đại học dân lập Phú Xuân,Đại học,Văn học,52220330,D15,20,Kết quả thi THPT QG,20,2017-08-13,2017-09-05,Hà Nội,7
279,DPX,Đại học dân lập Phú Xuân,Đại học,Văn học,52220330,D11,20,Kết quả thi THPT QG,20,2017-08-13,2017-09-05,Hà Nội,7
280,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Toán học,51140209,A00,10,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
281,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Toán học,51140209,A01,10,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
282,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Toán học,51140209,D07,10,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
283,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Toán học,51140209,D08,10,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
284,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Vật lí,51140211,A00,5,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-18,Gia Lai,9
285,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Vật lí,51140211,A01,5,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-18,Gia Lai,9
286,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Vật lí,51140211,A02,5,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-18,Gia Lai,9
287,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Hóa học,51140212,A00,4,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
288,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Hóa học,51140212,B00,4,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
289,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Hóa học,51140212,D07,4,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
290,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Hóa học,51140212,D08,4,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
291,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Ngữ Văn,51140217,C00,9,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
292,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Ngữ Văn,51140217,C14,9,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
293,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Tiếng Anh,51140231,D01,6,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
294,C38,Cao đẳng sư phạm Gia Lai,Cao đẳng,Sư phạm Tiếng Anh,51140231,A01,6,Kết quả thi THPT QG,15.5,2017-08-13,2017-08-18,Gia Lai,9
295,TCU,Đại học thông tin liên lạc,Đại học,Công nghệ thông tin,52480201,A00,44,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
296,TCU,Đại học thông tin liên lạc,Đại học,Công nghệ thông tin,52480201,A01,44,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
297,TCU,Đại học thông tin liên lạc,Đại học,Công nghệ thông tin,52480201,C01,44,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
298,TCU,Đại học thông tin liên lạc,Đại học,Công nghệ thông tin,52480201,D01,44,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
299,TCU,Đại học thông tin liên lạc,Đại học,Kỹ thuật điện tử truyền thông,52520207,A00,72,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
300,TCU,Đại học thông tin liên lạc,Đại học,Kỹ thuật điện tử truyền thông,52520207,A01,72,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
301,TCU,Đại học thông tin liên lạc,Đại học,Kỹ thuật điện tử truyền thông,52520207,C01,72,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
302,TCU,Đại học thông tin liên lạc,Đại học,Kỹ thuật điện tử truyền thông,52520207,D01,72,Kết quả thi THPT QG,16.5,2017-08-13,2017-08-23,Hà Nội,3
303,DHP,Đại học dân lập Hải Phòng ,Đại học,Việt Nam học,52220113,A00,62,Kết quả thi THPT QG,17.5,2017-08-13,2017-09-10,Hải Phòng,5
304,DHP,Đại học dân lập Hải Phòng ,Đại học,Việt Nam học,52220113,C00,62,Kết quả thi THPT QG,17.5,2017-08-13,2017-09-10,Hải Phòng,5
305,DHP,Đại học dân lập Hải Phòng ,Đại học,Việt Nam học,52220113,D01,62,Kết quả thi THPT QG,17.5,2017-08-13,2017-09-10,Hải Phòng,5
306,DHP,Đại học dân lập Hải Phòng ,Đại học,Ngôn ngữ Anh,52220201,A01,42,Kết quả thi THPT QG,18.5,2017-08-13,2017-09-10,Hải Phòng,5
307,DHP,Đại học dân lập Hải Phòng ,Đại học,Ngôn ngữ Anh,52220201,D01,42,Kết quả thi THPT QG,18.5,2017-08-13,2017-09-10,Hải Phòng,5
308,DHP,Đại học dân lập Hải Phòng ,Đại học,Ngôn ngữ Anh,52220201,D14,42,Kết quả thi THPT QG,18.5,2017-08-13,2017-09-10,Hải Phòng,5
309,DHP,Đại học dân lập Hải Phòng ,Đại học,Ngôn ngữ Anh,52220201,D15,42,Kết quả thi THPT QG,18.5,2017-08-13,2017-09-10,Hải Phòng,5
310,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,A00,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,5
311,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,A01,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,5
312,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,D01,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,5
